Company Name,SIREN,Website,Main Activity,Business Sector,Detailed Sector,HQ Address,Zip Code,Department,Region Code,Employee Bracket,Number of Establishments,Revenue Year,Latest Revenue
"TRANSPORTS CORDIER (TRANSPORTS CORDIER)","352515316","","49.41A","Transportation and storage","Transportation and Storage","RUE FRANCOIS MITTERRAND 21120 IS-SUR-TILLE","21120","21","27","32","14","2019",48620508
"VETOQUINOL S.A","676250111","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","70200 MAGNY-VERNOIS","70200","70","27","41","10","2023",203701000
"LABORATOIRES URGO HEALTHCARE","798251559","","72.19Z","Professional, scientific and technical activities","Professional: Research and Development","12 RUE DAUPHINE 21000 DIJON","21000","21","27","NN","6","2019",154688754
"HMY FRANCE","316016930","","31.01Z","Manufacturing","Manufacturing: Furniture and Other","ZONE INDUSTRIELLE 50 ROUTE D'AUXERRE 89470 MONETEAU","89470","89","27","41","8","2017",190364809
"TRANSPORTS ROUSSEAU ERIC","393635230","","49.41A","Transportation and storage","Transportation and Storage","QUARTIER DE LA GARE 58460 CORVOL-L'ORGUEILLEUX","58460","58","27","32","7","2024",46251235
"LES ELEVEURS DE LA CHEVILLOTTE","612820860","","10.11Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ZAC LES BANARDES 23 RUE DES BANARDES 25800 VALDAHON","25800","25","27","21","8","2024",122747548
"SAINT GOBAIN PERFORMANCE PLASTICS FRANCE","562032292","","22.21Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","34 RUE DU MOULIN DES AULNAIES 89120 CHARNY OREE DE PUISAYE","89120","89","27","22","9","2024",92466538
"MANNESMANN PRECISION TUBES FRANCE","426420162","","24.20Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","Z.I SUD LA SAUNIERE 89600 CHEU","89600","89","27","22","9","2025",108882000
"FLEX-N-GATE FRANCE (FLEX-N-GATE AUDINCOURT)","443982038","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","18 B RUE DE VERDUN 25400 AUDINCOURT","25400","25","27","41","7","2024",322464829
"SAS SEB","302412226","","27.51Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","RUE DE LA PATENEE 21260 SELONGEY","21260","21","27","32","11","2024",103039766
"NOIDIS","324418904","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","CENTRE COMMERCIAL DE L’OASIS 70000 PUSEY","70000","70","27","32","5","2024",82564359
"GE ENERGY PRODUCTS FRANCE SNC","349942458","","28.11Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","BP 379 20 AVENUE DU MARECHAL JUIN 90000 BELFORT","90000","90","27","41","7","2024",821046164
"SIDEL PACKING SOLUTIONS (CERMEX)","300989001","","28.29A","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","BP 3 87 ROUTE DE SEURRE 21910 CORCELLES-LES-CITEAUX","21910","21","27","32","4","2024",55688446
"ESC DIJON-BOURGOGNE (BURGUNDY SCHOOL OF BUSINESS)","823945753","","85.42Z","Education","Education","29 RUE SAMBIN 21000 DIJON","21000","21","27","32","5","2024",30110511
"MOVENTIS PAYS DE MONTBELIARD (MOVENTIS PAYS DE MONTBELIARD)","830336558","","49.31Z","Transportation and storage","Transportation and Storage","RUE DE LA CHARMOTTE 25420 VOUJEAUCOURT","25420","25","27","31","4","2024",24459084
"DRAKA COMTEQ FRANCE","393525993","","27.31Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","23 AVENUE ARISTIDE BRIAND 89100 PARON","89100","89","27","NN","52","2024",166156010
"SOTUNDIS","448848507","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","36 RUE DE LA CROIX BLANCHE 71400 AUTUN","71400","71","27","31","4","2017",62797371
"METSO FRANCE SAS","685550444","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","41 RUE DE LA REPUBLIQUE 71000 MACON","71000","71","27","32","9","2024",144061807
"C & K COMPONENTS SAS","642044374","","27.33Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","2 RUE BERTHOLLET 39100 DOLE","39100","39","27","32","22","2024",67804590
"AERIAN FRANCE (GMT - COLLOT TECHNOLOGIES - KES -)","319948576","","25.62B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","LES PELLETIERS 89100 SOUCY","89100","89","27","22","7","2025",30929084
"TRANSPORTS G R G","017351495","","49.41A","Transportation and storage","Transportation and Storage","RUE DE MEUVAIN 21220 FIXIN","21220","21","27","31","4","2024",29744687
"KH-SK FRANCE SAS","343229753","","25.12Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","CHEMIN DES PLANTES 70150 MARNAY","70150","70","27","22","3","2024",111135717
"APOLIDIS (AUX 2 COQS)","331291518","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","7 RUE DE CRACOVIE 21000 DIJON","21000","21","27","32","4","2025",122966596
"BERICAP","305524746","","22.22Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","Z.I 1 BOULEVARD EIFFEL 21600 LONGVIC","21600","21","27","22","8","2020",77549510
"ECKES GRANINI FRANCE SNC","440018059","","46.34Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","138 RUE LAVOISIER 71000 MACON","71000","71","27","32","8","2025",179155599
"HOUTAUDIS","338926355","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","9 RUE DE LA CHAMPAGNE 25300 HOUTAUD","25300","25","27","31","4","2025",79399283
"ECL DEVELOPPEMENT (GROUPE CHOPARD)","795178300","","70.10Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","TECHNOPOLE TEMIS LE TRIGONE 6 RUE GERARD MANTION 25000 BESANCON","25000","25","27","22","5","2024",23588048
"CONFLANDEY INDUSTRIES","488559634","","24.34Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","3 RUE DU CHATEAU 70170 AMONCOURT","70170","70","27","22","9","2024",67857589
"STANLEY BLACK & DECKER MANUFACTURING SAS (BGI)","625480272","","25.73B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","83 AVENUE PASTEUR 39600 ARBOIS","39600","39","27","22","5","2024",49533632
"SIGNAUX GIROD (SIGNAUX GIROD)","646050476","","25.99B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","881 ROUTE DES FONTAINES 39400 BELLEFONTAINE","39400","39","27","31","6","2025",101672000
"CLINIQUE BENIGNE JOLY","451363550","","86.10Z","Human health and social work activities","Human Health and Social Work","ALLEE ROGER RENARD 21240 TALANT","21240","21","27","32","4","2024",40074181
"SIEDOUBS","428213292","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","PARC D ACTIVITE TECHNOLAND 2 2958 ALLEE HENRI HUGONIOT 25490 ALLENJOIE","25490","25","27","32","5","2024",260942645
"LUXDIS","451549349","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","RTE DE LYON 71100 LUX","71100","71","27","31","5","2025",73982976
"SAINT-GOBAIN SEVA","329073282","","25.62B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","43 RUE DU PONT DE FER 71100 CHALON-SUR-SAONE","71100","71","27","32","2","2024",72726796
"SOFIPAR","337515936","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","PARC D'ACTIVITE ZAC DU CHAMP BOSSU 71600 PARAY-LE-MONIAL","71600","71","27","31","3","2024",93617379
"ATELIERS D'ARMANCON","302264262","","15.12Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","ZONE INDUSTRIELLE 8 RUE DE L’OEUVRE 21140 SEMUR-EN-AUXOIS","21140","21","27","32","4","2024",22603858
"REGILAIT","349113662","","10.51D","Manufacturing","Manufacturing: Food, Beverages and Tobacco","102 ROUTE DEPARTEMENTALE 906 71118 SAINT-MARTIN-BELLE-ROCHE","71118","71","27","31","3","2024",173871184
"HIFI FILTER FRANCE (HIFI FILTER FRANCE JURAFILTRATION)","352534887","","45.31Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","18 RUE PIERRE DECHANET 25300 PONTARLIER","25300","25","27","31","3","2024",92567606
"BEAUNE DISTRIBUTION","414652776","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZAC DES MALADIERES 13 RUE GUSTAVE EIFFEL 21200 BEAUNE","21200","21","27","32","5","2024",69100242
"DIAGER","408484277","","25.73B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","RUE HENRI MOISSAN 39800 POLIGNY","39800","39","27","22","3","2024",44960285
"POLYCLINIQUE DU VAL DE SAONE","378417729","","86.10Z","Human health and social work activities","Human Health and Social Work","44 RUE AMBROISE PARE 71000 MACON","71000","71","27","31","3","2024",26183734
"KRONOSPAN SAS","799378781","","16.21Z","Manufacturing","Manufacturing: Wood, Paper and Printing","RN77 BOIS DE LA DUCHESSE ROUTE NATIONALE NO77 89000 AUXERRE","89000","89","27","22","3","2024",84450880
"LURE DISTRIBUTION","389284662","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZI AUX CLOYES 70200 LURE","70200","70","27","32","2","2014",171774003
"TRANS EUROP EXPRESS (TEE)","383625258","","49.41A","Transportation and storage","Transportation and Storage","RUE DES TERRES D OR 21220 GEVREY CHAMBERTIN","21220","21","27","31","8","2024",26915795
"ONCODESIGN SERVICES","399693811","","72.11Z","Professional, scientific and technical activities","Professional: Research and Development","BP 27627 20 RUE JEAN MAZEN 21000 DIJON","21000","21","27","22","7","2021",31309635
"SOCIETE ANDRE BAZIN","407789627","","10.13A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","1 RUE DE SAINTE MARIE 70300 BREUCHES","70300","70","27","32","6","2024",123584879
"KEOLIS DIJON MULTIMODALITE","922332036","","49.31Z","Transportation and storage","Transportation and Storage","49 RUE DES ATELIERS 21000 DIJON","21000","21","27","41","2","2024",91684003
"FLEX-N-GATE MARLES","749811881","","22.29A","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","18 B RUE DE VERDUN 25400 AUDINCOURT","25400","25","27","NN","5","2024",138274050
"PEUGEOT MOTOCYCLES (PMTC)","875550667","","30.91Z","Manufacturing","Manufacturing: Transport Equipment","103 RUE DU 17 NOVEMBRE 25350 MANDEURE","25350","25","27","32","6","2024",90556668
"FPT POWERTRAIN TECHNOLOGIES FRANCE","350693586","","29.10Z","Manufacturing","Manufacturing: Transport Equipment","5 RUE PIERRE TIMBAUD 58600 GARCHIZY","58600","58","27","22","5","2025",580664685
"CLINIQUE SAINT VINCENT","319450060","","86.10Z","Human health and social work activities","Human Health and Social Work","40 CHEMIN DES TILLEROYES 25000 BESANCON","25000","25","27","32","6","2024",45904577
"METALIS","542820469","","25.50B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","2 RTE DE POULIGNEY 25640 MARCHAUX-CHAUDEFONTAINE","25640","25","27","31","8","2023",70364493
"CLAYENS DOUBS","342391844","","25.93Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","1 CHEMIN DES ROMAINS 25720 BEURE","25720","25","27","22","2","2025",46579111
"GRUPO ANTOLIN BESANCON","328358734","","27.40Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","8 RUE GERARD MANTION 25000 BESANCON","25000","25","27","32","8","2023",104469971
"SOC APPLIC HYDRAUL GEVIGNEY (SAHGEV)","321609323","","28.22Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","9 RUE DE MONTUREUX 70500 GEVIGNEY-ET-MERCEY","70500","70","27","32","2","2022",70646961
"AMPHENOL FCI BESANCON (AMPHENOL FCI BESANCON)","388636896","","27.33Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","2 RUE LA FAYETTE 25000 BESANCON","25000","25","27","32","2","2024",56871695
"GUILLOT COBREDA","381354000","","10.12Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","LD LA CROIX BOUILLOUD 71290 CUISERY","71290","71","27","22","2","2024",37276441
"A.J.A FOOTBALL","434386470","","93.12Z","Arts, entertainment and recreation","Arts, Entertainment and Recreation","STADE ABBE DESCHAMPS ROUTE DE VAUX 89000 AUXERRE","89000","89","27","31","2","2024",34942492
"APERAM ALLOYS IMPHY","440326692","","24.45Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","AVENUE JEAN JAURES 58160 IMPHY","58160","58","27","41","5","2024",887454070
"FROMAGERIE MILLERET (CLNDL)","426250023","","10.51C","Manufacturing","Manufacturing: Food, Beverages and Tobacco","10-12 ROUTE DE CHOYE 70700 CHARCENNE","70700","70","27","31","2","2024",91075879
"CHALONDIS","519585137","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZONE INDUSTRIELLE NORD 6 RUE PAUL SABATIER 71100 CHALON-SUR-SAONE","71100","71","27","31","2","2024",74974453
"FRUEHAUF","693650194","","29.20Z","Manufacturing","Manufacturing: Transport Equipment","24 AVENUE JEAN MERMOZ 89000 AUXERRE","89000","89","27","32","5","2024",112562368
"LEBHAR","705480200","","17.21B","Manufacturing","Manufacturing: Wood, Paper and Printing","ZI. LE PORT AU VIN RUE DES SALCYS 89100 GRON","89100","89","27","22","3","2024",34548568
"SKF AEROSPACE FRANCE","775572878","","28.15Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZONE INDUSTRIELLE 800 RUE DE LA LIEME 39570 PERRIGNY","39570","39","27","32","7","2024",102512160
"SCHNEIDER ELECTRIC ENERGY FRANCE","511746356","","27.12Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","381 BOULEVARD DE LA RESISTANCE 71000 MACON","71000","71","27","32","58","2024",153441805
"INOVYN FRANCE","625780135","","20.13B","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","2 AVENUE DE LA REPUBLIQUE 39500 TAVAUX","39500","39","27","41","6","2024",360792636
"ZURFLUH FELLER","876750043","","25.99B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","45 GRANDE RUE 25150 AUTECHAUX-ROIDE","25150","25","27","22","2","2024",64191379
"LUFKIN GEARS FRANCE (COMELOR)","950508051","","28.15Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","RUE DE LUXEUIL 70220 FOUGEROLLES-SAINT-VALBERT","70220","70","27","32","3","2024",87805830
"EURIAL LOGISTIQUE EST","501718928","","52.10A","Transportation and storage","Transportation and Storage","ZAC DE L'AIRE DE VILLEROY 89150 FOUCHERES","89150","89","27","31","1","2024",24660039
"SIMU S.A.S","425650090","","27.11Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZONE INDUSTRIELLE LES GIRANAUX 70100 ARC-LES-GRAY","70100","70","27","32","4","2024",105599537
"PNEU LAURENT","425920212","","22.11Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","ROUTE DE SAUVIGNY 89200 AVALLON","89200","89","27","32","22","2024",76911519
"ANCIENS ETS G.SCHIEVER ET FILS","425920352","","70.10Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","Z.I. 12 RUE DE L'ETANG 89200 AVALLON","89200","89","27","31","5","2024",1329415086
"JTEKT COLUMN SYSTEMS FRANCE SAS","443915871","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","97 RUE DU 17 NOVEMBRE 25350 MANDEURE","25350","25","27","32","3","2024",46980756
"PALMI D'OR BOURGOGNE","327529178","","10.12Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","230 ROUTE LA TRAMBLYRONNE 71520 TRAMBLY","71520","71","27","31","1","2024",48353599
"CONIMAST INTERNATIONAL (FRANCE GALVA)","342761095","","25.11Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","ZONE INDUSTRIELLE LA SAUNIERE 89600 SAINT-FLORENTIN","89600","89","27","31","1","2024",42134000
"INDUSTRIE THERMOFORMAGE MECANO SOUDURE (ITS)","321560617","","25.99B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","ZI LA CRAYE 25110 AUTECHAUX","25110","25","27","31","1","2016",21739961
"DISTRIDOUBS","322304510","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","1 RTE DE BESANCON 25300 DOUBS","25300","25","27","31","1","2016",99271424
"GUILLIN EMBALLAGES","322409913","","22.22Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","ZI AV MARECHAL LATTRE TASSIGNY 25290 ORNANS","25290","25","27","32","2","2024",144279176
"LA FOURNEE DOREE BOURGOGNE (L.F.D.B.)","344572417","","10.71A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","RN 6 PARC D'ACTIVITE LA SABLONNIERE 89400 BASSOU","89400","89","27","31","8","2024",72982572
"BERIC SA","350251211","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","LES GRANDES EPENOTTES 9 RUE LEON BEL 39100 DOLE","39100","39","27","31","2","2023",55511928
"SOC PRODUCTION PHARMACEUTIQUE HYGIENE (FAREVA SPPH) (SPPH)","016650590","","20.42Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","7 IMPASSE DES BOUSSENOTS 21800 QUETIGNY","21800","21","27","32","3","2024",55461443
"SUNDYNE INTERNATIONAL SA","016850992","","28.13Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZI DE DIJON SUD ROUTE DE DIJON 21600 LONGVIC","21600","21","27","31","6","2024",102705149
"SOCIETE METALLURGIQUE DE FONTAINE FRANCAISE (SMFF)","016950958","","29.20Z","Manufacturing","Manufacturing: Transport Equipment","ROUTE DE CHAZEUIL 21610 FONTAINE-FRANCAISE","21610","21","27","32","1","2021",63069089
"J B TECNICS","387856990","","22.22Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","ZONE INDUSTRIELLE EN GRAIN 39360 CHASSAL-MOLINGES","39360","39","27","31","2","2024",40021981
"ALUMINIUM FRANCE EXTRUSION SAINT FLORENTIN","352610646","","24.42Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","ROUTE DE TONNERRE 89600 GERMIGNY","89600","89","27","31","1","2023",94733208
